1511000,13,5,94.6999999999987
1512000,27,2,91.79999999999903
1513000,43,2,87.79999999999913
1514000,61,2,82.89999999999948
1515000,76,3,89.79999999999909
1516000,90,2,93.59999999999896
1517000,106,3,87.7999999999994
1518000,116,7,102.49999999999876
1519000,132,1,89.59999999999911
1520000,146,2,91.79999999999914
1521000,161,2,92.4999999999989
1522000,174,3,95.5999999999989
1523000,189,3,90.69999999999885
1524000,204,3,91.59999999999891
1525000,216,4,98.49999999999874
1526000,230,4,93.59999999999899
1527000,244,2,91.79999999999902
1528000,257,3,95.59999999999906
1529000,268,3,100.49999999999866
1530000,285,2,87.59999999999938
1531000,300,2,88.8999999999989
1532000,313,3,97.39999999999877
1533000,329,3,88.69999999999902
1534000,343,3,92.69999999999868
1535000,357,3,91.79999999999916
1536000,372,2,89.79999999999897
1537000,388,2,87.79999999999922
1538000,403,3,90.69999999999897
1539000,419,3,86.89999999999912
1540000,434,3,91.59999999999907
1541000,449,2,92.49999999999898
1542000,466,1,85.7999999999993
1543000,481,2,89.79999999999906
1544000,496,2,92.49999999999909
1545000,512,2,87.79999999999926
1546000,526,2,90.8999999999989
1547000,542,2,85.99999999999932
1548000,559,2,88.49999999999922
1549000,573,2,91.79999999999906
1550000,588,2,88.89999999999921
1551000,602,3,92.69999999999902
1552000,616,3,91.79999999999882
1553000,633,2,85.79999999999941
1554000,647,2,92.69999999999902
1555000,661,2,93.59999999999903
1556000,675,2,93.59999999999894
1557000,691,2,89.59999999999913
1558000,703,3,98.49999999999872
1559000,719,1,88.69999999999919
1560000,730,4,98.69999999999855
1561000,744,2,91.79999999999897
1562000,760,2,90.49999999999908
1563000,778,1,82.89999999999945
1564000,793,2,91.59999999999906
1565000,807,3,91.79999999999914
1566000,821,2,92.69999999999901
1567000,835,4,92.69999999999898
1568000,850,1,89.79999999999916
1569000,864,3,90.899999999999
1570000,880,2,87.79999999999929
1571000,896,1,87.79999999999924
1572000,911,2,92.49999999999865
1573000,926,2,91.5999999999989
1574000,939,2,97.39999999999867
1575000,952,2,95.5999999999987
1576000,966,2,93.59999999999889
1577000,982,2,87.79999999999929
1578000,996,2,91.79999999999899
1579000,1009,2,95.59999999999873
1580000,1024,2,90.69999999999908
1581000,1039,1,89.79999999999905
1582000,1051,3,98.49999999999883
1583000,1063,3,97.59999999999874
1584000,1079,1,86.8999999999993
1585000,1094,2,91.5999999999991
1586000,1107,2,94.69999999999881
1587000,1123,2,88.69999999999914
1588000,1139,1,85.09999999999938
1589000,1153,2,94.49999999999898
1590000,1167,2,94.49999999999893
1591000,1184,1,85.79999999999929
1592000,1198,2,91.79999999999902
1593000,1214,2,87.79999999999912
1594000,1229,1,89.79999999999903
1595000,1242,2,94.69999999999891
1596000,1257,3,91.59999999999899
1597000,1274,1,84.89999999999924
1598000,1289,3,91.59999999999889
1599000,1304,3,88.8999999999993
1600000,1318,3,92.69999999999881
1601000,1333,2,87.9999999999993
1602000,1347,2,94.4999999999988
1603000,1363,1,85.9999999999992
1604000,1380,2,85.79999999999933
1605000,1394,2,93.59999999999881
1606000,1409,2,91.59999999999911
1607000,1423,3,93.59999999999896
1608000,1437,3,93.59999999999891
1609000,1451,2,93.59999999999873
1610000,1467,2,88.69999999999898

1611000,1476,4,101.7999999999987
1612000,1484,4,106.49999999999841
1613000,1491,12,107.59999999999833
1614000,1498,11,110.29999999999855
1615000,1509,14,100.49999999999855
1616000,1515,6,109.59999999999819
1617000,1521,9,111.39999999999809
1618000,1525,9,115.39999999999809
1619000,1533,6,105.5999999999985
1620000,1541,6,105.5999999999982
1621000,1549,7,108.29999999999806
1622000,1559,5,102.49999999999845
1623000,1565,9,111.39999999999812
1624000,1573,5,107.3999999999986
1625000,1583,6,101.59999999999839
1626000,1591,5,109.19999999999835
1627000,1598,5,108.4999999999984
1628000,1605,5,109.39999999999839
1629000,1617,3,97.59999999999874
1630000,1621,13,115.39999999999807
1631000,1628,5,109.39999999999814
1632000,1636,4,107.39999999999829
1633000,1646,6,100.69999999999864
1634000,1654,4,106.49999999999825
1635000,1663,4,105.39999999999833
1636000,1672,6,107.19999999999854
1637000,1682,5,100.69999999999833
1638000,1693,2,99.5999999999988
1639000,1699,8,110.49999999999818
1640000,1707,6,105.59999999999862
1641000,1715,7,105.5999999999984
1642000,1724,4,104.49999999999862
1643000,1734,4,102.49999999999845
1644000,1741,12,108.49999999999837
1645000,1750,6,102.69999999999828
1646000,1758,4,108.29999999999836
1647000,1764,9,110.49999999999815
1648000,1768,10,115.39999999999807
1649000,1778,4,101.59999999999866
1650000,1784,11,111.39999999999806
1651000,1791,11,109.39999999999822
1652000,1799,5,106.49999999999842
1653000,1807,11,107.3999999999984
1654000,1818,3,100.4999999999988
1655000,1828,4,103.39999999999851
1656000,1838,3,102.49999999999855
1657000,1847,3,103.59999999999859
1658000,1856,5,105.39999999999843
1659000,1864,10,105.5999999999982
1660000,1871,4,108.49999999999827
1661000,1879,9,106.49999999999824
1662000,1887,5,107.39999999999819
1663000,1896,4,104.49999999999842
1664000,1903,5,109.39999999999841
1665000,1913,7,100.6999999999986
1666000,1918,11,113.39999999999802
1667000,1924,5,109.59999999999829
1668000,1931,6,107.59999999999825
1669000,1938,11,108.49999999999855
1670000,1944,16,113.1999999999981
1671000,1952,5,106.49999999999835
1672000,1962,3,104.29999999999853
1673000,1970,6,105.59999999999849
1674000,1978,7,106.49999999999862
1675000,1984,9,111.39999999999837
1676000,1993,5,103.59999999999854
1677000,2000,8,108.49999999999841
1678000,2005,5,113.39999999999812
1679000,2014,4,104.49999999999837
1680000,2021,6,107.59999999999837
1681000,2030,4,104.49999999999847
1682000,2036,8,113.19999999999803
1683000,2042,6,110.49999999999821
1684000,2048,7,109.59999999999832
1685000,2057,9,103.59999999999854
1686000,2064,7,111.19999999999807
1687000,2071,6,109.39999999999826
1688000,2079,5,105.5999999999983
1689000,2084,5,112.49999999999828
1690000,2090,13,111.39999999999813
1691000,2096,6,110.49999999999812
1692000,2103,5,110.29999999999825
1693000,2109,9,112.29999999999824
1694000,2117,4,106.49999999999825
1695000,2122,9,112.49999999999804
1696000,2126,11,115.39999999999786
1697000,2131,7,114.29999999999814
1698000,2136,10,115.19999999999817
1699000,2143,7,109.39999999999849
1700000,2149,10,112.29999999999814
1701000,2156,5,107.59999999999832
1702000,2163,7,109.39999999999837
1703000,2169,14,112.29999999999835
1704000,2175,7,112.29999999999828
1705000,2180,17,113.39999999999812
1706000,2186,7,110.49999999999838
1707000,2190,11,116.29999999999798
1708000,2197,7,110.29999999999814
1709000,2203,8,112.29999999999815
1710000,2206,13,118.29999999999794
1711000,2210,12,115.39999999999827
1712000,2214,13,115.39999999999799
1713000,2218,8,116.29999999999811
1714000,2225,8,110.29999999999825
1715000,2230,13,112.49999999999817
1716000,2237,10,109.39999999999813
1717000,2242,8,114.29999999999826
1718000,2250,7,107.39999999999826
1719000,2257,5,109.39999999999827
1720000,2262,11,113.39999999999826
1721000,2268,5,111.39999999999827
1722000,2273,6,113.39999999999812
1723000,2279,10,110.49999999999838
1724000,2283,18,116.29999999999812
1725000,2287,9,117.199999999998
1726000,2291,8,114.4999999999981
1727000,2301,7,102.49999999999847
1728000,2308,5,109.39999999999827
1729000,2316,5,107.39999999999849
1730000,2323,5,110.29999999999828
1731000,2324,13,122.29999999999795
1732000,2326,29,120.2999999999978
1733000,2333,6,108.49999999999842
1734000,2337,13,116.29999999999819
1735000,2345,14,107.39999999999829
1736000,2352,8,109.39999999999804
1737000,2356,10,115.39999999999814
1738000,2360,11,115.39999999999813
1739000,2363,8,117.39999999999807
1740000,2367,8,116.29999999999808
1741000,2375,6,105.59999999999853
1742000,2382,8,108.49999999999848
1743000,2388,11,111.39999999999806
1744000,2390,16,118.49999999999797
1745000,2395,11,113.39999999999816
1746000,2400,10,113.39999999999834
1747000,2407,6,109.3999999999982
1748000,2416,4,104.49999999999838
1749000,2421,11,112.4999999999979
1750000,2424,13,117.39999999999814
1751000,2428,30,115.3999999999978
1752000,2432,9,115.39999999999817
1753000,2438,7,111.39999999999823
1754000,2446,4,106.49999999999831
1755000,2450,16,116.29999999999814
1756000,2456,5,109.59999999999829
1757000,2463,9,108.49999999999824
1758000,2467,13,115.3999999999981
1759000,2471,14,116.2999999999983
1760000,2479,14,107.39999999999853
1761000,2485,11,112.2999999999985
1762000,2488,21,118.29999999999791
1763000,2495,7,110.29999999999828
1764000,2501,8,112.29999999999819
1765000,2507,6,111.39999999999814
1766000,2512,9,113.399999999998
1767000,2519,8,110.29999999999824
1768000,2524,9,113.39999999999829
1769000,2529,9,113.39999999999813
1770000,2535,12,112.299999999998
1771000,2541,7,109.59999999999818
1772000,2543,22,119.3999999999979
1773000,2550,7,109.39999999999836
1774000,2554,13,114.49999999999807
1775000,2558,8,114.4999999999982
1776000,2564,14,111.39999999999826
1777000,2572,4,105.59999999999835
1778000,2579,8,110.29999999999838
1779000,2587,3,106.49999999999852
1780000,2592,12,113.39999999999807
1781000,2596,10,114.49999999999804
1782000,2602,7,111.39999999999827
1783000,2608,12,111.39999999999792
1784000,2612,10,115.39999999999802
1785000,2617,7,114.299999999998
1786000,2620,18,117.39999999999807
1787000,2625,10,112.499999999998
1788000,2627,16,120.29999999999802
1789000,2631,17,115.39999999999816
1790000,2635,13,115.39999999999793
1791000,2639,8,116.2999999999981
1792000,2644,16,114.29999999999802
1793000,2652,4,107.39999999999829
1794000,2658,10,111.39999999999841
1795000,2664,9,111.3999999999983
1796000,2672,6,108.29999999999852
1797000,2676,14,116.29999999999785
1798000,2680,8,116.29999999999805
1799000,2688,9,107.39999999999854
1800000,2692,8,115.39999999999813
1801000,2697,14,113.3999999999984
1802000,2703,18,111.39999999999807
1803000,2709,7,111.39999999999819
1804000,2715,7,111.39999999999812
1805000,2717,22,121.19999999999781
1806000,2719,11,119.399999999998
1807000,2725,18,110.49999999999807
1808000,2732,6,109.39999999999834
